Round,Date,HomeTeam,AwayTeam,FTHG,FTAG,EGHT,EGAT,BPHT,BPAT,GAHT,GAAT,SoGHT,SoGAT,FKHT,FKAT,CKHT,CKAT,OHT,OAT,THT,TAT,GSHT,GSAT,FHT,FAT,RCHT,RCAT,YCHT,YCAT,TPHT,TPAT,AHT,AAT,DAHT,DAAT,CCHT,CCAT
ROUND 5,23.09.2023,B. Monchengladbach,RB Leipzig,0,1,0.83,0.92,47,53,13,8,12,4,9,16,11,6,2,2,18,18,3,1,14,7,0,0,1,1,420,541,101,120,40,35,0,0
ROUND 5,23.09.2023,Bayern Munich,Bochum,7,0,5.22,0.14,60,40,26,4,10,3,9,9,8,1,2,2,0,0,1,9,8,10,0,0,0,1,571,348,114,84,81,33,0,0
ROUND 5,23.09.2023,Dortmund,Wolfsburg,1,0,1.75,0.47,61,39,18,8,14,6,14,6,5,3,2,2,13,23,2,3,9,14,0,0,0,1,609,320,124,79,61,33,0,0
ROUND 5,23.09.2023,Union Berlin,Hoffenheim,0,2,1.89,2.19,55,45,22,11,16,7,15,11,11,6,0,1,36,18,2,6,11,13,0,0,1,3,460,355,123,87,66,34,0,0
ROUND 5,22.09.2023,Stuttgart,Darmstadt,3,1,2.54,0.15,54,46,18,3,7,3,12,8,5,4,1,2,18,10,0,8,7,12,0,0,1,6,643,467,149,89,41,32,0,0
ROUND 4,17.09.2023,Darmstadt,B. Monchengladbach,3,3,1.35,3.69,41,59,15,21,7,11,9,15,6,6,4,1,15,18,7,5,12,8,1,0,1,1,314,545,75,115,33,52,0,0
ROUND 4,17.09.2023,Heidenheim,Werder Bremen,4,2,2.17,2.74,48,52,19,11,15,7,11,25,10,1,1,2,10,7,2,0,21,9,0,0,1,1,285,474,85,108,39,43,0,0
ROUND 4,16.09.2023,Bochum,Eintracht Frankfurt,1,1,2.00,0.98,49,51,24,8,14,2,14,16,8,2,0,1,23,22,5,9,13,14,0,0,3,2,406,429,152,102,68,19,0,0
ROUND 4,16.09.2023,FC Koln,Hoffenheim,1,3,0.86,1.06,54,46,17,17,10,12,14,17,13,4,3,1,26,21,2,6,15,14,1,0,4,4,414,345,109,89,74,39,0,0
ROUND 4,16.09.2023,Freiburg,Dortmund,2,4,0.98,1.86,46,54,14,14,10,8,18,14,6,8,3,2,17,11,2,2,12,16,1,0,2,3,431,444,91,77,34,37,0,0
ROUND 4,16.09.2023,Mainz,Stuttgart,1,3,1.35,2.16,43,57,15,16,12,10,10,12,6,4,1,1,26,26,3,2,12,9,0,0,1,2,358,554,76,147,48,47,0,0
ROUND 4,16.09.2023,RB Leipzig,Augsburg,3,0,0.81,2.71,54,46,9,16,3,12,13,18,1,6,2,1,14,18,4,3,16,12,0,0,0,0,483,376,96,84,25,42,0,0
ROUND 4,16.09.2023,Wolfsburg,Union Berlin,2,1,0.53,2.11,44,56,8,17,5,12,6,9,3,7,3,1,19,15,4,1,6,8,0,0,1,0,395,538,91,136,40,60,0,0
ROUND 4,15.09.2023,Bayern Munich,Bayer Leverkusen,2,2,2.62,1.83,53,47,15,13,6,8,9,7,7,4,2,3,12,18,3,7,6,6,0,0,0,3,596,565,152,110,59,51,0,0
ROUND 3,03.09.2023,Union Berlin,RB Leipzig,0,3,0.31,0.88,36,64,4,14,3,7,11,16,3,7,1,2,24,20,4,1,16,9,1,0,3,1,310,622,91,148,37,37,0,0
ROUND 3,03.09.2023,Eintracht Frankfurt,FC Koln,1,1,1.29,0.92,60,40,13,6,10,4,10,12,8,1,2,0,27,17,1,2,10,10,0,0,1,3,708,363,127,81,52,30,0,0
ROUND 3,02.09.2023,B. Monchengladbach,Bayern Munich,1,2,0.45,2.21,38,62,8,25,5,16,21,5,1,15,0,1,9,21,7,2,5,20,0,0,0,2,331,615,54,168,23,99,0,0
ROUND 3,02.09.2023,Augsburg,Bochum,2,2,2.63,1.49,42,58,11,22,8,13,16,16,3,5,1,3,24,22,7,1,15,13,0,0,2,2,251,432,78,123,26,38,0,0
ROUND 3,02.09.2023,Bayer Leverkusen,Darmstadt,5,1,3.48,0.95,67,33,24,5,11,4,12,9,4,2,1,1,16,12,0,8,8,11,0,0,3,2,760,274,163,47,81,16,0,0
ROUND 3,02.09.2023,Hoffenheim,Wolfsburg,3,1,1.97,1.72,43,57,11,14,6,7,17,13,3,3,4,0,13,18,6,2,12,15,0,0,2,2,345,509,82,116,40,43,0,0
ROUND 3,02.09.2023,Stuttgart,Freiburg,5,0,2.56,1.14,50,50,13,11,7,6,8,6,2,4,1,1,14,14,5,1,9,10,0,0,1,1,502,540,95,104,44,32,0,0
ROUND 3,02.09.2023,Werder Bremen,Mainz,4,0,3.19,0.97,48,52,12,12,6,9,16,15,1,7,1,4,19,31,3,2,18,14,0,0,2,2,342,414,109,145,35,55,0,0
ROUND 3,01.09.2023,Dortmund,Heidenheim,2,2,2.92,2.72,63,37,20,15,11,9,25,10,3,6,2,3,17,22,4,7,9,22,0,0,3,3,516,285,123,76,67,37,0,0
ROUND 2,27.08.2023,Bayern Munich,Augsburg,3,1,2.83,0.92,58,42,19,11,13,9,5,9,10,4,1,2,15,12,1,3,13,8,0,0,1,2,610,391,116,65,63,30,0,0
ROUND 2,27.08.2023,Mainz,Eintracht Frankfurt,1,1,1.36,1.61,43,57,13,8,6,6,12,25,5,4,2,0,11,26,1,6,23,12,0,1,3,4,305,475,115,106,47,27,0,0
ROUND 2,26.08.2023,B. Monchengladbach,Bayer Leverkusen,0,3,0.72,3.09,43,57,13,24,11,14,10,7,5,8,1,2,6,13,7,2,7,8,0,0,2,3,453,706,101,117,43,66,0,0
ROUND 2,26.08.2023,Bochum,Dortmund,1,1,0.99,1.51,41,59,17,13,11,10,7,28,5,4,6,0,24,28,2,5,21,7,0,0,2,1,232,477,125,110,39,55,0,0
ROUND 2,26.08.2023,Darmstadt,Union Berlin,1,4,2.49,1.89,67,33,18,12,12,6,11,16,3,5,0,0,23,19,2,5,15,12,0,1,2,2,624,195,147,70,56,33,0,0
ROUND 2,26.08.2023,FC Koln,Wolfsburg,1,2,0.99,1.72,52,48,14,9,12,3,10,12,6,1,6,0,35,28,4,1,6,10,0,0,1,5,435,431,111,121,68,27,0,0
ROUND 2,26.08.2023,Freiburg,Werder Bremen,1,0,2.62,1.16,52,48,23,16,17,14,10,12,5,5,3,2,21,16,2,5,9,8,0,0,2,2,415,413,110,109,32,45,0,0
ROUND 2,26.08.2023,Heidenheim,Hoffenheim,2,3,2.49,3.31,39,61,19,16,10,10,8,10,10,6,0,1,29,22,3,7,13,9,0,0,1,5,278,492,72,113,59,61,0,0
ROUND 2,25.08.2023,RB Leipzig,Stuttgart,5,1,2.69,1.02,54,46,20,8,9,5,15,17,4,4,4,1,20,10,2,6,12,10,0,0,1,1,506,424,117,66,41,19,0,0
ROUND 1,20.08.2023,Eintracht Frankfurt,Darmstadt,1,0,1.69,1.04,59,41,10,11,6,9,16,9,7,3,0,2,24,13,2,3,9,14,0,0,2,3,569,356,122,87,49,38,0,0
ROUND 1,20.08.2023,Union Berlin,Mainz,4,1,1.88,2.48,49,51,12,9,5,6,16,11,3,1,1,0,25,18,2,3,15,16,0,0,1,5,349,426,87,125,25,46,0,0
ROUND 1,19.08.2023,Dortmund,FC Koln,1,0,1.28,1.01,65,35,12,11,10,7,11,12,6,3,1,2,19,23,4,1,13,11,0,0,1,0,720,349,153,78,60,42,0,0
ROUND 1,19.08.2023,Augsburg,B. Monchengladbach,4,4,2.39,1.95,53,47,20,9,12,3,11,9,8,7,4,1,10,6,2,4,9,14,0,0,1,2,454,340,110,85,43,30,0,0
ROUND 1,19.08.2023,Bayer Leverkusen,RB Leipzig,3,2,1.39,1.57,46,54,11,13,4,7,4,10,4,5,2,0,7,18,4,4,13,10,0,0,1,2,424,538,100,89,44,24,0,0
ROUND 1,19.08.2023,Hoffenheim,Freiburg,1,2,2.08,2.49,51,49,24,17,19,9,4,4,4,2,3,0,11,8,6,4,9,9,0,0,0,1,438,428,124,98,65,58,0,0
ROUND 1,19.08.2023,Stuttgart,Bochum,5,0,3.33,0.63,55,45,19,4,10,3,15,7,7,0,2,2,12,12,1,4,5,12,0,0,1,1,540,366,122,82,52,16,0,0
ROUND 1,19.08.2023,Wolfsburg,Heidenheim,2,0,3.24,1.29,51,49,18,13,10,12,3,9,1,7,2,0,11,15,1,6,10,9,0,0,3,0,455,476,121,137,33,53,0,0
ROUND 1,18.08.2023,Werder Bremen,Bayern Munich,0,4,0.57,2.62,32,68,6,25,5,15,11,20,0,6,3,0,9,21,6,1,16,11,0,0,2,1,226,652,68,139,22,71,0,0
